id, iata, icao, name, country_id
1502,SPB,NULL,SEAPLANE BASE,68
1503,STX,TISX,ALEXANDER HAMILTON,68
1504,EUX,TNCE,"F.D. ROOSEVELT,ST.EUSTATIUS I.",69
1505,AUA,TNCA,REINA BEATRIX INTL,69
1506,KDH,OAKN,KANDAHAR INTL,70
1507,BES,LFRB,GUIPAVAS,71
1508,VTB,UMII,VITEBSK,71
1509,NULL,UMMA,BORONOWICHI,71
1510,GNA,UMMG,GRODNA,71
1511,MVQ,UMOO,MOGILEV,71
1512,BQT,UMBB,BREST,71
1513,GME,UMGG,GOMEL,71
1514,NULL,UMLI,MACHULIQE,71
1515,MHP,UMMM,MINSK-1,71
1516,MSQ,UMMS,MINSK-2,71
1517,EVN,UDYZ,ZVARTNOTS,72
1518,NULL,UDLS,STEPANAVAN,72
1519,NULL,UGEN,SISIAN,72
1520,NULL,UGEL,SHRIAK,72
1521,NULL,UGEG,GORIS,72
1522,NULL,UGEW,EREBUNI,72
1523,NULL,UDYE,EREBUNI,72
1524,NULL,OTBH,AL UDEID AIR BASE,73
1525,DOH,OTBD,DOHA INTL,73
1526,MSU,FXMM,MOSHOESHOE I INTL,74
1527,MVB,FOON,M'VENGUE,75
1528,LBV,FOOL,LEON M'BA,75
1529,POG,FOOG,PORT GENTIL,75
1530,ENO,NULL,TENIENTE PRIM AIARCON,76
1531,ASU,SGAS,SILVIO PETTIROSSI,76
1532,AGT,NULL,ALEJO GARCIA,76
1533,FDF,TFFF,"LE LAMENTIN,MARTINIQUE",77
1534,CDH,NULL,HARRELL FLD,78
1535,CDN,NULL,WOODWARD FLD,78
1536,MLB,NULL,REGIONAL,78
1537,NCL,EGNT,NEWCASTLE,78
1538,CFE,LFLC,AULNAT,78
1539,YQY,CYQY,SYDNEY,78
1540,CBI,NULL,CAPE BARREN ISLAND,78
1541,CBR,NULL,CANBERRA,78
1542,CML,NULL,CAMOOWEAL,78
1543,CFI,NULL,CAMFIELD,78
1544,CDU,NULL,CAMDEN,78
1545,CNS,YBCS,CAIRNS,78
1546,CGV,NULL,CAIGUNA,78
1547,PER,YPPH,PERTH INTL,78
1548,KGI,YPKG,KALGOORLIE,78
1549,OOL,NULL,COOLANGATTA,78
1550,EKD,NULL,ELKEDRA,78
1551,CCW,NULL,COWELL,78
1552,KCE,NULL,COLLINSVILLE,78
1553,CFH,NULL,CLIFTON HILLS,78
1554,CUD,NULL,CALOUNDRA,78
1555,ENB,NULL,ENEABBA WEST,78
1556,EMD,NULL,EMERALD,78
1557,ELC,NULL,ELCHO ISLAND,78
1558,EIH,NULL,EINASLEIGH,78
1559,EDR,NULL,EDWARD RIVER,78
1560,ECH,NULL,ECHUCA,78
1561,DYA,NULL,DYSART,78
1562,DRW,YPDN,DARWIN,78
1563,CKI,NULL,CROKER ISLAND,78
1564,CSD,NULL,CRESSWELL DOWNS,78
1565,CWT,NULL,COWRA,78
1566,CWR,NULL,COWARIE,78
1567,CYG,NULL,CORRYONG,78
1568,CWW,NULL,COROWA,78
1569,ODL,NULL,CORDILLO DOWNS,78
1570,CMD,NULL,COOTAMUNDRA,78
1571,CRJ,NULL,COORABIE,78
1572,CNB,NULL,COONAMBLE,78
1573,COJ,NULL,COONABARABRAN,78
1574,OOM,NULL,COOMA,78
1575,COB,NULL,COOLIBAH,78
1576,COY,NULL,COOLAWANYAH,78
1577,CLH,NULL,COOLAH,78
1578,CTN,NULL,COOKTOWN,78
1579,CDA,NULL,COOINDA,78
1580,CBX,NULL,CONDOBOLIN,78
1581,CIE,NULL,COLLIE,78
1582,CRB,NULL,COLLARENEBRI,78
1583,MCY,NULL,MAROOCHYDORE,78
1584,SYU,NULL,WARRABER ISLAND,78
1585,RIC,NULL,INTERNATIONAL (BYRD FIELD),78
1586,PPP,NULL,WHITSUNDAY COAST,78
1587,ORS,NULL,WATERPORT,78
1588,OKB,NULL,FRASER ISLAND,78
1589,OAG,NULL,SPRINGHILL,78
1590,NTL,NULL,WILLIAMTOWN,78
1591,BEO,NULL,BELMONT,78
1592,MJK,NULL,SHARK BAY,78
1593,KTR,NULL,TINDAL,78
1594,HWK,NULL,WILPENA POUND,78
1595,GTE,NULL,ALYANGULA,78
1596,GOV,NULL,NHULUNBUY,78
1597,BWT,NULL,BURNIE WYNYARD,78
1598,BHS,NULL,RAGLAN,78
1599,BNK,NULL,BALINA BYRON GATEWAY,78
1600,AYQ,NULL,CONNELLAN,78
1601,NULL,YBLN,BUSSELLTON AIRPORT,78
1602,BNE,YBBN,BRISBANE INTL,78
1603,ADL,YPAD,ADELAIDE,78
1604,SYD,YSSY,KINGSFORD SMITH INTL,78
1605,SWZ,NULL,SYDNEY WEST,78
1606,MEL,YMML,MELBOURNE INTL,78
1607,MEB,NULL,ESSENDON,78
1608,EVH,NULL,EVANS HEAD,78
1609,EVD,NULL,EVA DOWNS,78
1610,EUC,NULL,EUCLA,78
1611,ETD,NULL,ETADUNNA,78
1612,EPR,NULL,ESPERANCE,78
1613,ERB,NULL,ERNABELLA,78
1614,EDD,NULL,ERLDUNDA,78
1615,XCO,NULL,COLAC,78
1616,CZY,NULL,CLUNY,78
1617,CXT,NULL,CHARTERS TOWERS,78
1618,CSI,NULL,CASINO,78
1619,CBY,NULL,CANOBIE,78
1620,WAV,NULL,KALKGURUNG,78
1621,WGA,NULL,FORREST HILL,78
1622,TGN,NULL,LA TROBE TRARALGON,78
1623,ABY,NULL,DOUGHERTY COUNTRY,78
1624,SCH,NULL,COUNTY,78
1625,WSY,NULL,WHITSUNDAY AIRSTRIP,78
1626,CFS,NULL,COFFS HARBOUR,78
1627,CUQ,NULL,COEN,78
1628,CNC,NULL,COCONUT ISLAND,78
1629,CAZ,NULL,COBAR,78
1630,CNJ,NULL,CLONCURRY,78
1631,CVC,NULL,CLEVE,78
1632,CMQ,NULL,CLERMONT,78
1633,CXQ,YPXM,CHRISTMAS I.,78
1634,CCL,NULL,CHINCHILLA,78
1635,LLG,NULL,CHILLAGOE,78
1636,CRH,NULL,CHERRIBAH,78
1637,CBC,NULL,CHERRABUN,78
1638,CTL,NULL,CHARLEVILLE,78
1639,CES,NULL,CESSNOCK,78
1640,CED,NULL,CEDUNA,78
1641,CTR,NULL,CATTLE CREEK,78
1642,CFP,NULL,CARPENTARIA DOWNS,78
1643,CVQ,NULL,CARNARVON,78
1644,CRY,NULL,CARLTON HILL,78
1645,CQP,NULL,CAPE FLATTERY,78
1646,NULL,TDPR,CANEFIELD,79
1647,DOM,TDPD,MELVILLE HALL,79
1648,DCF,NULL,CANE FIELD,79
1649,MRU,FIMP,SIR SEEWOOSAGUR RAMGOOLAM INTL,80
1650,THR,OIII,MEHRABAD INTL,81
1651,KIH,OIBK,KISH I.,81
1652,KER,OIKK,KERMAN,81
1653,NULL,OIFM,ESFAHAN SHAHID BEHESHTI,81
1654,ZBR,NULL,CHAH-BAHAR,81
1655,BUZ,NULL,BUSHEHR,81
1656,BND,OIKB,BANDAR ABBAS INTL,81
1657,NULL,OIKM,BAM MIL,81
1658,SRY,NULL,DASHTE NAZ,81
1659,RAS,OIGG,RASHT,81
1660,SYZ,OISS,SHIRAZ INTL,81
1661,TBZ,OITT,TABRIZ,81
1662,IKA,OIIE,TEHERAM EMAM KHOMAINI,81
1663,NULL,OIMM,MASHHAD,81
1664,NULL,OIZH,ZAHEDAN,81
1665,NOV,FNHU,HUAMBO,82
1666,PGI,NULL,CHITATO,82
1667,CAV,NULL,CAZOMBO,82
1668,CBT,NULL,CATUMBELA,82
1669,KNP,NULL,CAPANDA,82
1670,ASR,LTAU,KAYSERI ERKILET,82
1671,NULL,HLKF,KUFRA,82
1672,BUG,NULL,GENERAL V. DESLANDES,82
1673,NULL,KFOK,WEST HAMPTON BEACH/GABRESKI,82
1674,DCA,KDCA,WASHINGTON NATIONAL AIRPORT,82
1675,CFF,NULL,CAFUNFO,82
1676,LAD,FNLU,QUATRO DE FEVEREIRO,82
1677,DLT,KDLT,DETROIT,82
1678,CAB,NULL,CABINDA,82
1679,VLI,NVVV,BAUERFIELD,83
1680,CCV,NULL,CRAIG COVE,83
1681,SON,NVSS,SANTO-PEKOA,83
1682,BAH,OBBI,BAHRAIN INTL,84
1683,SXM,TNCM,"PRINCESS JULIANA,ST.MAARTEN I.",85
1684,BON,TNCB,"FLAMINGO,BONAIRE I.",85
1685,WOE,EHWO,BEGEN OP ZOOM,85
1686,SAB,NULL,JUANCHO YRAUSKIN,85
1687,CUR,TNCC,"HATO,CURACAO I.",85
1688,CMJ,NULL,CHI MEI,86
1689,CYI,NULL,CHIAYI,86
1690,KNH,NULL,SHANG-YI,86
1691,TSA,RCSS,SUNGSHAN,86
1692,TPE,RCTP,TAIPEI INTL,86
1693,TEV,TEV,TEV TERUAL,87
1694,XRY,LEJR,JEREZ,87
1695,ACE,GCRR,"LANZAROTE,CANARY IS.",87
1696,IBZ,LEIB,IBIZA,87
1697,LPA,GCLP,"GRAN CANARIA,CANARY IS.",87
1698,FUE,GCFV,"FUERTEVENTURA,CANARY IS.",87
1699,NULL,GCHI,"HIERRO,CANARY IS.",87
1700,GRO,LEGE,COSTA BRAVA,87
1701,ODB,NULL,CORDOBA,87
1702,JCU,NULL,CEUTA HELIPORT,87
1703,BIO,LEBB,BILBAO,87
1704,BCN,LEBL,BARCELONA,87
1705,OVD,LEAS,ASTURIAS,87
1706,GRX,LEGR,GRANADA,87
1707,TFS,GCTS,"TENERIFE SUR-REINA SOFIA,CANARY IS.",87
1708,ZAZ,LEZG,ZARAGOZA,87
1709,VLL,LEVD,VALLADOLID,87
1710,NULL,LEMO,MORON,87
1711,SVQ,LEZL,SEVILLA,87
1712,EAS,LESO,SAN SEBASTIAN,87
1713,MJV,LELC,SAN JAVIER,87
1714,MLN,GEML,MELILLA,87
1715,AGP,LEMG,MALAGA,87
1716,NULL,GCLA,"LA PALMA,CANARY IS.",87
1717,SDR,LEXJ,SANTANDER,87
1718,VGO,LEVX,VIGO,87
1719,BDU,ENDU,BARDUFOSS,87
1720,REU,LERS,REUS,87
1721,BJZ,NULL,TALAVERAL LA REAL,87
1722,LEI,LEAM,ALMERIA,87
1723,ILD,LEDA,LLEIDA-ALGUAIRE AIRPORT,87
1724,CQM,LERL,CIUDAD REAL,87
1725,NULL,LERT,"ROTA NAS, MIL",87
1726,ABC,NULL,LOS LIANOS,87
1727,ABI,NULL,MUNICIPALE,87
1728,MAH,LEMH,MENORCA,87
1729,VLC,LEVC,VALENCIA,87
1730,PNA,LEPP,PAMPLONA,87
1731,LCG,LECO,LA CORUNA,87
1732,ALC,LEAL,ALICANTE,87
1733,VDE,NULL,HIERRO,87
1734,GMZ,NULL,LA GOMERA,87
1735,SLM,LESA,SALAMANCA MATACAN,87
1736,RJL,NULL,AGONCILLO,87
1737,QSA,LELL,SABADELL,87
1738,PMI,LEPA,PALMA DE MALLORCA,87
1739,TOJ,LETO,TORRJON,87
1740,NULL,LEGT,GETAFE,87
1741,MAD,LEMD,BARAJAS,87
1742,NULL,LECU,CUATRO VIENTOS,87
1743,LEU,NULL,DE IA SEU,87
1744,SPC,NULL,LA PALMA,87
1745,SPI,NULL,CAPITOL,87
1746,TCI,GCXO,"TENERIFE, CANARY IS.",87
1747,TFN,NULL,NORTE LOS RODEOS,87
1748,PPG,NSTU,PAGO PAGO INTL,88
1749,NULL,EIME,CASEMENT,88
1750,BUH,NULL,METROPOLITAN AREA,88
1751,AAN,OMAL,AL AIN INTERNATIONAL,89
1752,FJR,OMFJ,FUJAIRAH INTL,89
1753,DXB,OMDB,DUBAI INTL,89
1754,SHJ,OMSJ,SHARJAH INTL,89
1755,AZI,OMAD,ABU DHABI BATEEN,89
1756,AUH,OMAA,ABU DHABI INTL,89
1757,RKT,OMRK,RAS AL-KHAIMAH,89
1758,TBS,UGTB,TBILISI,90
1759,BUS,UGSB,BATUMI,90
1760,KUT,UGKO,KOPITNARI,90
1761,SSS,UGKS,SENAKI,90
1762,SUI,UGSS,SUKHUMI,90
1763,NULL,XGGE,WELI,90
1764,CEH,NULL,CHELINDA,91
1765,DWA,NULL,DWANGWA,91
1766,LLW,FWKI,KAMUZU INTL,91
1767,CMK,NULL,CLUB MAKOKOLA,91
1768,BLZ,FWCL,CHILEKA,91
1769,BRU,EBBR,BRUXELLES NATIONAL,92
1770,CRL,EBCI,BRUSSELS SOUTH,92
1771,BCV,EBCV,CHIEVRES,92
1772,NULL,EBZW,ZWARTBERG,92
1773,LGG,EBLG,LIEGE,92
1774,NULL,EBTY,MAUBRAY,92
1775,OST,EBOS,OSTEND-BRUGES INTERNATIONAL AIRPORT,92
1776,NULL,EBMB,MELSBROEK,92
1777,BMM,NULL,MELSBROK,92
1778,KJK,EBKT,WEVELGEM,92
1779,ANR,EBAW,ANTWERP INTL,92
1780,ICK,SMNI,MAJ. FERNANDES,93
1781,ORG,SMZO,ZORG EN HOOP,93
1782,PBM,SMJP,JOHAN ADOLF PENGEL,93
1783,FNJ,ZKPY,SUNAN (CAPITAL),94
1784,BJM,HBBA,BUJUMBURA,95
1785,PQC,NULL,DUONG DANG,96
1786,HUI,NULL,PHU BAI,96
1787,HPH,NULL,CATBI,96
1788,DIN,NULL,GIALAM,96
1789,DLI,NULL,LIENKHANG,96
1790,SQH,NULL,NA-SAN,96
1791,BMV,NULL,PHUNG-DUC,96
1792,HAN,VVNB,NOIBAI INTL,96
1793,SGN,VVTS,TANSONNHAT,96
1794,DAD,VVDN,DANANG,96
1795,CAH,NULL,CA MAU,96
1796,VCA,NULL,CAN THO,96
1797,CSJ,NULL,CAPE ST JACQUES,96
1798,USM,NULL,KOH SAMUI,97
1799,SGZ,VTSS,HAT YAI INTL,97
1800,TDX,NULL,TRAT AIRPORT,97
1801,BKK,VTBS,SAVARNABHUMI AIRPORT,97
1802,DMK,VTBD,DON MUANG INTERNATIONAL AIRPORT,97
1803,CNX,VTCC,CHIANG MAI INTL,97
1804,CEI,NULL,CHIANG RAI,97
1805,CJM,NULL,CHUMPHON AIRPORT,97
1806,PHY,NULL,PHETCHABUN,97
1807,HKT,VTSP,PHUKET,97
1808,UBP,NULL,MUANG UBON,97
1809,UTP,VTBU,UTAPAO,97
1810,KBV,VTSG,KRABI,97
1811,LRL,DXNG,NIAMTOUGOU,98
1812,LFW,DXXX,TOKOIN,98
1813,OUA,DFFD,OUAGADOUGOU,99
1814,BOY,DFOO,BOBO-DIOULASSO,99
1815,TSF,LIPH,VENICE-TREVISO-SANT'ANGELO,100
1816,TPS,LICT,BIRGI,100
1817,TRN,LIMF,CASELLE,100
1818,NULL,LICZ,SIGONELLA,100
1819,NULL,LIRU,URBE,100
1820,CIA,LIRA,CIAMPINO,100
1821,FCO,LIRF,FIUMICINO,100
1822,RMI,LIPR,RIMINI,100
1823,REG,LICR,REGGIO CALABRIA,100
1824,NULL,LIRE,PRATIKA DI MARE/MIL,100
1825,PSA,LIRP,SAN GIUSTO,100
1826,PSR,LIBP,PESCARA,100
1827,PEG,LIRZ,S. EGIDIO,100
1828,PNL,LICG,PANTELLERIA,100
1829,PMO,LICJ,PUNTA RAISI,100
1830,OLB,LIEO,COSTA SMERALDA,100
1831,NAP,LIRN,CAPODICHINO,100
1832,ZMF,NULL,BEVERELLO,100
1833,NULL,LIPO,MONTICHARI,100
1834,VIC,LIPT,VICENZA,100
1835,NULL,LIPN,VERONA/BOSCOMANTIKO,100
1836,SUF,LICA,TERME,100
1837,GRS,LIRS,GROSSETO AIRPORT,100
1838,FRL,LIPK,FORLI,100
1839,FLR,LIRQ,PERETOLA,100
1840,FLA,NULL,CAPITOLIO,100
1841,EBA,LIRJ,MARINA DI CAMPO,100
1842,CUF,LIMZ,LEVALDIGI,100
1843,CRV,LIBC,CROTONE,100
1844,CDF,NULL,FIAMES,100
1845,ZAK,NULL,BUS STATION,100
1846,CTA,LICC,FONTANAROSSA,100
1847,NSY,NULL,SIGONELLA,100
1848,PRJ,NULL,CAPRI,100
1849,NULL,LIEH,CAPO CACCIA,100
1850,CAG,LIEE,ELMAS,100
1851,VBS,NULL,MONTICHIARI,100
1852,BZO,LIPB,BOLZANO,100
1853,BLQ,LIPE,BORGO PANIGALE,100
1854,BGY,LIME,ORIO AL SERIO,100
1855,BRI,LIBD,PALESE MACCHIE,100
1856,NULL,LIMW,AOSTA,100
1857,AOT,NULL,CORRADO GEX,100
1858,AOI,LIPY,FALCONARA,100
1859,AHO,LIEA,FERTILIA,100
1860,NULL,LIPA,AVIANO,100
1861,TAR,NULL,M.A. GROTTAG,100
1862,FOG,LIBF,GINO LISA,100
1863,VRN,LIPX,VILLAFRANCA,100
1864,PMF,LIMP,PARMA,100
1865,LIN,LIML,LINATE,100
1866,MXP,LIMC,MALPENSA,100
1867,NXP,NULL,MALPENSA,100
1868,NULL,LIMS,SAN DAMIANO/MIL,100
1869,NULL,LIRK,MONTE TERMINILLO,100
1870,ALL,LIMG,ALBENGA,100
1871,QSR,LIRI,SALERNO,100
1872,TTB,NULL,ARBATAX,100
1873,SAY,LIQS,SIENA AMPUGNANO,100
1874,GOA,LIMJ,SESTRI,100
1875,QPA,LIPU,PADOVA,100
1876,CIY,NULL,COMISO,100
1877,BDS,LIBR,CASALE,100
1878,NULL,LIPV,S.NICOLO,100
1879,VCE,LIPZ,TESSERA (MARCO POLO),100
1880,TRS,LIVT,TRIESTE,100
1881,PDP,SUPE,AEROPUERTO INTL,101
1882,NULL,SUAA,ANGEL S.ADAMI,101
1883,RVY,SURV,DEPARTAMENTAL DE RIVERA,101
1884,NULL,SULS,BASE AERONAVAL CURBELO,101
1885,MVD,SUMU,CARRASCO INTL,101
1886,STY,SUSO,DEPARTAMENTAL DE SALTO,101
1887,MCT,OOMS,SEEB INTL,102
1888,SLL,OOSA,SALALAH INTL,102
1889,PLS,MBPV,PROVIDENCIALES INTL,103
1890,GDT,MBJT,GRAND TURK INTL,103
1891,XSC,MBSC,SOUTH CAICOS INTL,103
1892,BKY,NULL,KAMENDE,104
1893,BZU,NULL,BUTA,104
1894,IRP,NULL,MATARI,104
1895,BZV,FCBB,MAYA MAYA,104
1896,PNR,FCPP,AGOSTINO NETO,104
1897,LEV,NULL,LEVUKA AIRFIELD,105
1898,TVU,NULL,MATEI,105
1899,ICI,NULL,CICIA,105
1900,NAN,NFFN,NADI INTL,105
1901,SUV,NFSU,NAUSORI INTL,105
1902,BVF,NULL,DAMA,105
1903,CST,NULL,CASTAWAY,105
1904,POM,AYPY,JACKSONS,106
1905,LAE,NULL,NADZAB,106
1906,EMO,NULL,EMO,106
1907,AES,ENAL,VIGRA,106
1908,CPI,NULL,CAPE ORFORD,106
1909,CPN,NULL,CAPE RODNEY,106
1910,CVL,NULL,CAPE VOGEL,106
1911,CVB,NULL,CHUNGRIBU,106
1912,EFG,NULL,EFOGI,106
1913,EIA,NULL,POPONDETTA,106
1914,EPT,NULL,ELIPTAMIN,106
1915,EMI,NULL,EMIRAU,106
1916,EGA,NULL,ENGATI,106
1917,ERE,NULL,ERAVE,106
1918,ESA,NULL,ESA'ALA,106
1919,KIE,AYKT,AROPA,106
1920,TAJ,NULL,TADJI,106
1921,VAI,AY22,VANIMO,106
1922,ATP,NULL,AIRSTRIP,106
1923,GUR,NULL,GURNEY,106
1924,WWK,NULL,BORAM,106
1925,RKU,NULL,KAIRUKU,106
1926,CGC,NULL,CAPE GLOUCESTER,106
1927,EMS,NULL,EMBESSA,106
1928,ERU,NULL,ERUME,106
1929,CMU,NULL,CHIMBU,106
1930,MAS,NULL,MOMOTE,106
1931,HGU,NULL,KAGAMUGA,106
1932,PNP,NULL,GIRUA,106
1933,RAB,NULL,TOKUA,106
1934,SQT,NULL,CHINA STRAITS,106
1935,DSA,EGCN,Robin Hood Airport,107
1936,JHY,NULL,HYATT REGENCY H/P,107
1937,CGE,NULL,CAMBRIDGE,107
1938,PDX,KPDX,PORTLAND INTL,107
1939,PWM,KPWM,PORTLAND,107
1940,UOX,NULL,UNIVERSITY-OXFORD,107
1941,BFR,NULL,VIRGIL I. GRISSOM MUNICIPAL,107
1942,LOZ,NULL,CORBIN-LONDON,107
1943,BQH,EGKB,BIGGIN HILL,107
1944,BFS,EGAA,ALDERGROVE,107
1945,BHD,EGAC,BELFAST/CITY,107
1946,ABZ,EGPD,DYCE,107
1947,ABR,NULL,MUNICIPALE,107
1948,BRR,NULL,NORTH BAY,107
1949,MAN,EGCC,MANCHESTER,107
1950,LYX,EGMD,LYDD,107
1951,LGW,EGKK,GATWICK,107
1952,LHR,EGLL,HEATHROW,107
1953,LCY,EGLC,LONDON CITY,107
1954,LTN,EGGW,LUTON AIRPORT,107
1955,STN,EGSS,STANSTED,107
1956,ZDY,NULL,STANSTED RAIL STATION,107
1957,NULL,EGGS,"NATS AIRPORTS HQ, SIPSON COURT",107
1958,QDH,NULL,ASHFORD INTERNATIONAL RAIL STATION,107
1959,LPL,EGGP,LIVERPOOL,107
1960,QLA,EGHL,LASHAM,107
1961,KOI,EGPA,KIRKWALL,107
1962,JER,EGJJ,JERSEY,107
1963,HUY,EGNJ,HUMBERSIDE,107
1964,GCI,EGJB,GUERNSEY,107
1965,GLO,EGBJ,GLOUCESTERHIRE,107
1966,GLA,EGPF,GLASGOW,107
1967,FAB,EGLF,FARNBOROUGH CIVIL,107
1968,EXT,EGTE,EXETER,107
1969,ENK,EGAB,ST.ANGELO AIRPORT,107
1970,EDI,EGPH,EDINBURGH,107
1971,EOI,NULL,EDAY,107
1972,CRN,NULL,CROMARTY,107
1973,CVT,EGBE,BAGINTON,107
1974,XPL,NULL,PALMEROLA AIR BASE,107
1975,UNT,NULL,BALTASOUND,107
1976,SWS,NULL,FAIRWOOD COMMON,107
1977,OBN,NULL,CONNEL,107
1978,NQY,NULL,SAINT MAWGAN,107
1979,LDY,NULL,EGLINTON,107
1980,LBA,EGNM,LEEDS BRADFORD,107
1981,ILY,NULL,GLENEGEDALE,107
1982,DND,EGPN,DUNDEE AIRPORT,107
1983,ACI,NULL,THE BLAYE,107
1984,BWF,NULL,WALNEY ISLAND,107
1985,NULL,EGBP,COTSWOLD,107
1986,ETR,EGTR,ELSTREE,107
1987,NULL,EGGF,UXBRIDGE,107
1988,INV,EGPE,INVERNESS,107
1989,EMA,EGNX,EAST MIDLANDS INTL,107
1990,ZXE,NULL,SCOTRAIL,107
1991,SKL,NULL,BROADFORD,107
1992,NULL,EGSB,BEDFORD CASTLE MILL AIRPORT,107
1993,OXF,EGTK,OXFORD AIRPORT,107
1994,LYE,EGDL,LYNEHAM,107
1995,SOU,EGHI,EASTLEIGH,107
1996,IOM,EGNS,ISLE OF MAN,107
1997,CEG,EGNR,CHESTER,107
1998,WTN,NULL,WEDDINGTON,107
1999,NULL,EGNO,WARTON,107
2000,MME,EGNV,TEESSIDE,107
2001,LSI,EGPB,SUMBURGH,107
2002,NULL,EGSP,PETERBOROUGH SIBSON,107
2003,NULL,EGDG,ST.MAWGAN,107
2004,SEN,EGMC,SOUTHEND,107
2005,ESH,EGKA,SHOREHAM,107
2006,SQZ,NULL,SCAMPTON,107
2007,NULL,EGWW,RAF MOBILES,107
2008,PIK,EGPK,PRESTWICK,107
2009,NULL,EGDP,PORTLAND,107
2010,NWI,EGSH,NORWICH,107
2011,NHT,EGVC,NORTHOLT,107
2012,NULL,EGXA,RN NAIC,107
2013,MHZ,EGUN,MILDENHALL,107
2014,MSE,EGMH,MANSTON,107
2015,CSA,NULL,COLONSAY IS,107
2016,COL,NULL,COLL ISLAND,107
2017,QUG,NULL,OFF-LINE POINT,107
2018,CAX,EGNC,CARLISLE,107
2019,CWL,EGFF,CARDIFF-WALES ARPT,107
2020,CAL,NULL,MACHRIHANISH,107
2021,BBS,EGLK,BLACKBUSHE,107
2022,CBG,EGSC,CAMBRIDGE,107
2023,BEQ,NULL,HONINGTON,107
2024,BZZ,EGVN,BRIZE NORTON,107
2025,BRS,EGGD,LULSGATE,107
2026,BOH,EGHH,HURN,107
2027,BLK,EGNH,BLACKPOOL,107
2028,BHX,EGBB,BIRMINGHAM,107
2029,PPD,NULL,PALMAS DEL MAR,108
2030,DDP,NULL,DORADO BEACH,108
2031,SJU,TJSJ,LUIS MUNOZ MARIN INTL,108
2032,SIG,NULL,ISLA GRANDE,108
2033,PSE,TJPS,PONCE-MERCEDITA,108
2034,MAZ,TJMZ,EUGENIO MARIA DE HOSTOS,108
2035,BQN,TJBQ,RAFAEL HERNANDEZ INTL,108
2036,INI,LYNI,NIS,109
2037,TIV,LYTV,TIVAT,109
2038,TGD,LYPG,PODGORICA,109
2039,BEG,LYBE,SURCIN,109
2040,NULL,BKPR,PRISTINA,109
2041,PRN,LYPR,PRISTINA,109
2042,SBH,TFFJ,"SAINT BARTHELEMY, GUADELOUPE",110
2043,PTP,TFFR,"LE RAIZET,GUADELOUPE",110
2044,GBJ,NULL,LES BASES,110
2045,CCE,TFFG,"GRAND CASE, GUADELOUPE",110
2046,BBR,NULL,BAILLIF,110
2047,BER,BER,Берлин-Брандебург,111
2048,NULL,ETNW,WUNSTORF,111
2049,ZQV,EDFV,WORMS,111
2050,WIE,ETOU,WIESBADEN/MIL,111
2051,GWT,EDXW,WESTERLAND/SYLT,111
2052,ZQF,EDRT,FOHREN,111
2053,STR,EDDS,STUTTGART,111
2054,ZWS,EDDS,MAIN STATION DOWNTOWN (STUTTGART),111
2055,NULL,EDMS,WALLMUHLE,111
2056,RBM,NULL,WALLMUHLE,111
2057,ERF,EDDE,ERFURT,111
2058,EME,EDWE,EMDEN,111
2059,ZPE,EDDG,OSNABRUCK,111
2060,LBC,EDHL,BLANKENSEE,111
2061,XLW,EDWD,LEMWERDER,111
2062,LEJ,EDDP,HALLE,111
2063,NULL,ETSL,LECHFELS,111
2064,QLG,EDML,LANDSHUT,111
2065,NULL,ETSA,LANDSBERG,111
2066,LHA,EDTL,LAHR,111
2067,QKZ,EDTZ,KONSTANZ,111
2068,KEL,EDHK,HOLTENAU,111
2069,KSF,EDVK,CALDEN,111
2070,HOQ,EDQM,HOF-PIRK,111
2071,HDB,ETIE,HEIDELBERG,111
2072,NULL,EDQT,HASSFURT,111
2073,HAJ,EDDV,HANNOVER,111
2074,XFW,EDHI,FINKENWERDER,111
2075,HAM,EDDH,HAMBURG,111
2076,HHN,EDFH,HAHN,111
2077,NULL,ETEU,GIEBELSTADT AIR BASE,111
2078,NULL,EDAJ,GERA-LEUMNITZ,111
2079,HSF,NULL,GASFURT,111
2080,NULL,ETSF,FURSTENFELDBRUCK/MIL,111
2081,FDH,EDNY,FRIEDRICHSHAFEN-LOWENTAL,111
2082,QFB,EDTF,BREISGAU,111
2083,FRA,EDDF,FRANKFURT MAIN,111
2084,FLF,EDXF,FLENSBURG-SCHAFERHAUS,111
2085,ESS,EDLE,ESSEN MULHEIM,111
2086,NULL,EDAE,EISENHUTTENSTADT,111
2087,EIB,NULL,EISENACH,111
2088,QEF,EDFE,EGELSBACH,111
2089,NULL,ETOC,ECHTERDINGEN,111
2090,DUS,EDDL,DUSSELDORF,111
2091,NRN,EDLV,WEEZE,111
2092,DRS,EDDC,DRESDEN,111
2093,DTM,EDLW,WICKEDE,111
2094,NULL,EDTD,VILLINGEN,111
2095,NULL,ETND,DIEPHOLZ/MIL,111
2096,NULL,EHDL,DEELEN,111
2097,CBU,NULL,COTTBUS,111
2098,BNJ,NULL,BONN-OFF-LINE POINT,111
2099,QKL,NULL,STATION,111
2100,CGN,EDDK,COLOGNE/BONN,111
2101,CSO,NULL,COCHSTEDT,111
2102,NULL,ETSB,BUCHEL,111
2103,BGN,ETUR,BRUGGEN/MIL,111
2104,BFE,EDLI,WINDELSBLEICHE,111
2105,NULL,EDOP,PARCHIM-MECKLENBURG,111
2106,SXF,EDDB,SCHONEFELD,111
2107,TXL,EDDT,TEGEL,111
